label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
1	471 m^2	0.3081	chicken	Sam, Chris, Fabrice, Lise	-0.082	0.8698 mph	0.4774	0.9599	22	cOMPUTER gAME dESIGN	-94	911
2	590 m^2	0.7082	reptile	Andrew	0.5157	0.266 mph	0.4955	0.0864	738	Natural Language Processing	579	363
3	780 m^2	0.7872	pig	Eriq	0.4914	0.4742 mph	0.8054	0.4494	26	Computational Media	534	-19
0	124 m^2	0.2808	hamster	Inan	0.9076	0.3241 mph	0.2591	0.6689	437	Computer Game Design	900	602
0	818 m^2	0.433	fish	Vani, Tony	1.2744	0.6641 mph	-0.0545	1.065	N/A	Computer Game Design	1009	947
1	1060 m^2	0.043	guinea pig	Sam	0.0788	1.0094 mph	0.71	0.9906	351	DATA SCIENCE	360	402
2	209 m^2	1.0792	Reptile	Andrew	0.3745	0.0295 mph	0.1643	0.302	962	Bioinformatics	593	447
1	964 m^2	-0.0534	fish	Sam, Fabrice, Chris, Michael	0.1006	1.0111 mph	0.7361	0.8856	229	Technology and Information Management	-28	1231
2	213 m^2	0.8015	reptile	Andrew	1.0299	0.1912 mph	0.3315	0.3478	957	Natural Language Processing	579	744
3	639 m^2	0.963	bird	rEILLY	0.1696	0.4378 mph	1.061	0.4151	656	Computer Engineering	59	72
2	98 m^2	0.8934	bird	Andrew	0.8904	-0.0309 mph	n/a	-0.2455	1075	Electrical Engineering	982	1120
3	1211 m^2	0.7938	pig	eRIQ	0.1516	0.6578 mph	0.8651	0.2412	105	Games and Playable Media	258	290
1	492 m^2	-0.0232	fish	?	0.0839	0.9201 mph	0.995	0.2882	-20	Statistics	-193	1010
0	332 m^2	0.3096	rabbit	INAN	0.874	0.32 mph	-0.2709	0.7781	157	Computer Game Design	1059	273
3	807 m^2	0.3694	dog	Eriq	0.4228	0.356 mph	0.2773	0.691	14	Computer Engineering	261	61
2	-75 m^2	0.876	ferret	Andrew	0.4769	0.0947 mph	0.3642	-0.0289	848	Electrical Engineering	640	913
3	727 m^2	0.6507	pig	Reilly	0.1318		1.1889	0.3965	721	Bioengineering	556	109
1	1039 m^2	0.0591	guinea pig	Sam, Chris, Michael	0.5867	0.7055 mph	0.4969	0.4892	163	Computer Science	-86	632
2	52 m^2	0.5314	reptile	Andrew	0.7455	-0.0915 mph	0.2106	-0.191	1341	Biotechnology	520	472
3	915 m^2	0.8948	pig	Tony, Vani	0.186	0.4635 mph	0.88	0.404	464	Robotics Engineering	44	265
2	-145 m^2	0.9984	reptile	Andrew	0.3483	-0.0217 mph	0.3596	0.1715	281	Electrical Engineering	281	293
2	8 m^2	1.1003	reptile	Andrew	0.845	-0.0797 mph	0.4968	0.3778	933	Electrical Engineering	574	304
0	520 m^2	0.1614	cat	Inan	0.9887	0.1038 mph	0.1926	0.7898	508	Computer Game Design	999	610
0	438 m^2	0.5187	rabbit	Tony, Inan	0.815	0.5843 mph	-0.039	0.8598	400	Computer Game Design	886	264
2	-7 m^2	1.1337	reptile	n/a	0.7011	0.4433 mph	0.4411	0.0956	1119	Electrical Engineering	758	363
3	886 m^2	0.6502	pig	Reilly	0.4693	0.6781 mph	0.741	0.1639	118	Human Computer Interaction	461	41
1	895 m^2	0.3131	NULL	Chris, Sam, Michael, Lise	-0.0348	1.0999 mph	0.7581	0.6091	489	Computational Media	-97	937
3	817 m^2	0.5833	pig	Reilly	0.0339	0.6429 mph	0.2999	0.2379	83	Robotics Engineering	406	-487
1	639 m^2	-0.0233	guinea pig	Lise, Michael, Fabrice, Chris	0.1497	0.7053 mph	0.7031	0.9425	325	Technology and Information Management	86	783
3	817 m^2	0.6115	pig	Eriq	0.4203	0.9585 mph	0.6519	0.2331	48	Robotics Engineering	179	-60
0	186 m^2	0.3802	hamster	Vani, Inan	0.516	0.4981 mph	0.0566	0.7101	484	Computer Game Design	1162	610
0	138 m^2	0.2955	hamster	Vani	0.9804	-0.0357 mph	-0.3133	0.6842	391	cOMPUTER gAME dESIGN	1181	763
2	171 m^2	0.9764	reptile	Andrew	1.0185	-0.1049 mph	0.0414	-0.0277	303	bioinformatics	914	554
0	305 m^2	0.538	rabbit	Inan	0.6147	0.2285 mph	-0.0118	0.5838	732	Robotics Engineering	670	653
1	579 m^2	0.4233	chicken	Lise, Michael, Fabrice, Sam	0.2437	0.7191 mph	0.8031	0.6689	451	Computer Science	247	1313
0	495 m^2	0.1258	hamster	Vani	0.8137	0.3842 mph	0.1573	0.79	580	Computer Game Design	950	83
1	981 m^2	0.2244	fish	Fabrice, Chris, Michael, Lise	0.2928	1.1118 mph	n/a	0.7688	163	Computer Science	-143	1170
1	791 m^2	-0.0205	guinea pig	Lise, Michael, Chris, Sam	-0.0016	0.714 mph	0.7046	0.9584	310	Data Science	n/a	1168
3	721 m^2	0.5512	Pig	Reilly	0.1052	0.8024 mph	0.6128	0.618	199	Computer Game Design	530	36
1	673 m^2	0.4497	GUINEA PIG	Lise	-0.29	1.0639 mph	0.8166	0.6173	638	Computational Media	-150	1147
3	477 m^2	0.395	pig	Eriq	0.1854	0.6731 mph	0.7209	0.0403	250	Robotics Engineering	-13	192
1	1148 m^2	-0.0324	guinea pig	Vani	0.0478	0.768 mph	0.6261	0.6312	884	Technology and Information Management	-12	1188
